ApplauseRate,ReviewNum,Level,FlavorScore,EnvironmentScore,ServiceScore,5StarReviewNum,High-qualityMerchant,PopularArea,PictureNum,ParkingNum,ParkingInfo,GroupPurchase,Promotion,AdvanceReservation,TakeOut,PerConsumption,BusinessDay
37.87,2498,3.5,7.6,7.4,7.2,946,0,0,394,2,1,1,0,0,1,52,1627
34.16,486,3.5,7.6,7.3,7.4,166,0,1,189,0,0,1,0,0,0,64,534
22.46,423,3.5,7.7,7.2,7,95,0,0,139,11,1,0,0,0,1,65,2517
36.69,739,4,7.8,7.1,7.3,262,0,0,154,15,1,1,0,1,0,55,2938
38,1379,3.5,7.5,8.2,7.2,524,0,0,436,17,1,0,0,0,1,92,2486
22.38,572,3.5,7.7,6.7,6.8,128,0,0,258,8,1,0,0,0,0,57,2636
47.44,78,3.5,7.6,7.3,7.9,37,1,1,62,0,0,0,0,0,1,35,213
54.05,333,3.5,7.4,7.8,7.3,180,1,0,258,1,1,0,0,0,1,72,150
25.23,1284,3.5,7.6,6.5,6.8,324,0,1,370,21,1,0,0,0,1,49,2389
34.23,3552,3.5,7.3,7,6.7,1216,0,0,516,3,1,1,0,0,1,54,1604
31.85,248,3.5,7.4,7.5,7.7,79,0,0,171,0,0,1,0,0,1,40,556
36.18,6710,3.5,7.4,7.2,6.7,2427,0,1,822,10,1,0,0,0,0,55,2325
35.29,74,3.5,7.5,7.7,7.6,24,0,0,25,4,1,1,0,0,0,110,2029
42.91,1093,4,7.9,7.5,7.5,469,0,0,426,2,1,0,0,0,1,49,738
42.99,856,3.5,7.7,7.5,7.1,368,0,1,284,0,0,1,0,0,1,49,752
42.25,400,4,8.4,6.7,7.3,169,0,0,88,6,1,0,0,0,0,68,1851
37.98,829,3.5,7.6,8,7.1,278,0,1,172,41,1,0,0,0,1,87,2751
23.06,715,3.5,7.4,6.8,6.6,146,0,1,280,24,1,0,0,0,0,75,2535
29.48,970,3.5,7.3,8.3,6.9,286,0,1,352,17,1,0,0,0,0,137,2633
41.79,347,4,8.2,7.6,7.7,140,0,0,71,10,1,0,0,1,1,79,2917
39.21,1066,3.5,7.4,7.8,6.9,418,0,1,177,3,1,0,0,0,1,93,1026
31.2,2641,3.5,7.2,7,6.7,824,0,1,600,5,1,1,0,0,1,51,1318
51.34,1044,4,8,7.9,7.8,536,1,0,143,2,1,1,0,0,1,45,1727
44.78,1599,3.5,7.3,8.2,7.7,716,1,0,276,6,1,1,0,0,1,70,1812
52.54,66,4,7.7,7.4,7.8,31,1,1,29,4,1,0,0,0,0,499,2903
22.47,178,3.5,7.3,6.7,6.6,40,0,1,137,0,0,0,0,0,0,55,226
33.83,405,3.5,7.5,6.6,6.8,137,0,0,151,1,1,1,0,0,1,80,2012
32.51,203,3.5,7.6,7.6,7.1,66,0,0,108,2,1,1,0,0,0,61,2222
36.35,949,3.5,7.4,7.6,7.4,345,0,1,300,2,1,1,0,0,1,23,1072
31.97,829,3.5,7.3,8,6.4,265,0,0,362,0,0,0,0,0,0,87,492
30.34,89,4,8.1,7.4,7.3,27,0,0,61,0,0,0,0,0,0,84,1138
37.15,1911,3.5,7.3,7.6,7.2,710,0,0,567,3,1,0,0,0,1,66,794
23.75,289,3.5,7.6,6,6.6,62,0,0,174,10,1,0,0,0,0,42,2916
27.24,936,3.5,7.2,8.3,6.9,255,0,0,397,9,1,1,0,0,1,100,1273
44,866,3.5,7.9,7.2,7.2,381,0,0,165,4,1,0,0,0,0,51,1276
76.47,17,3.5,7.6,7.9,7.4,13,1,0,14,0,0,0,1,0,0,43,77
21.85,119,3.5,7.6,7.1,7.5,26,0,1,77,0,0,0,0,0,1,55,760
25.5,161,4,7.9,8,7.7,38,0,0,71,14,1,0,0,0,0,68,2911
47.69,216,4,8.1,7.9,7.7,103,1,0,73,1,1,1,0,0,0,71,919
44.14,1971,4,8,8.2,7.5,870,0,0,208,4,1,1,0,0,1,62,2183
88.89,45,4,8.2,8.2,8.5,40,1,0,22,0,0,1,0,0,0,45,65
21.56,167,3.5,7.6,7.3,7.1,36,0,0,111,2,1,0,0,0,0,74,272
46.08,204,4,8,8.3,7.5,94,1,0,47,0,0,1,0,0,1,59,1550
28.28,151,4,7.8,7.5,8.1,41,0,1,61,0,0,0,0,0,0,55,2919
18.48,221,3.5,7.8,6.6,6.8,39,0,0,129,2,1,0,0,0,0,73,3205
35.38,195,3.5,7.8,7.5,7.4,69,0,1,119,1,1,0,0,0,1,57,325
26.67,105,3.5,7.3,7.7,7.1,28,0,0,66,0,0,0,0,0,0,57,134
28.71,209,3.5,7.4,7.2,7.1,60,0,0,73,2,1,1,0,0,0,61,1311
43.15,672,3.5,7.7,7.9,7.5,290,0,0,251,2,1,0,0,0,1,40,867
28.16,245,3.5,7.6,8.3,7.4,69,0,0,114,4,1,0,0,0,0,110,2001
44.78,201,3.5,7.6,7.9,7.7,90,1,0,135,1,1,0,0,0,0,89,432
35.9,39,4,7.8,8,7.8,14,0,0,31,0,0,1,0,0,1,55,102
23.53,152,3.5,7.9,6.5,7.1,32,0,0,68,6,1,0,0,0,0,76,2948
42.67,75,4,7.9,8,7.4,32,0,0,43,1,1,0,0,1,0,61,1518
30.14,1211,3.5,7.4,7,7,365,0,0,211,8,1,0,0,0,1,73,2535
28.05,334,3.5,7.7,5.8,6.7,62,0,0,87,28,1,0,0,0,0,55,2703
33.21,280,3.5,7.1,7.1,7.2,93,0,0,108,0,0,1,0,0,0,47,676
38.84,533,4,8,7.7,7.1,207,0,0,136,5,1,0,0,0,0,60,2725
75,1072,3.5,7.2,7.4,7.2,804,1,1,753,0,0,0,0,0,1,55,414
39.81,206,3.5,8.1,6.6,6.8,82,0,0,82,6,1,0,0,0,0,61,2160
62.29,1517,3.5,7.6,8.2,7.4,945,1,1,1065,0,0,1,0,1,0,62,477
30.84,334,3.5,7.7,6.7,7,103,0,0,156,5,1,0,0,0,1,58,2353
39.13,138,4,8.1,8.3,7.9,54,0,1,93,1,1,0,1,0,1,106,343
41.49,646,3.5,7.7,7.7,7.3,268,0,1,199,1,1,1,0,0,1,49,820
25.19,602,3.5,7.5,7.7,6.9,136,0,1,199,44,1,0,0,0,0,89,2997
40.15,274,4,8.1,7.1,6.9,110,0,0,135,0,0,1,0,0,0,47,501
29.61,439,3.5,7.3,6.9,6.8,130,0,0,207,1,1,1,0,0,0,56,870
53.01,183,3.5,7.6,8.2,7.6,97,1,1,66,4,1,1,0,0,0,190,2362
54.29,35,3.5,7.5,7.6,7.9,19,1,0,19,0,0,1,0,0,0,55,275
38.7,509,3.5,7.8,7,6.9,197,0,0,82,1,1,0,0,0,0,64,1316
37.94,877,4,7.8,7.1,7.1,316,0,0,74,25,1,1,0,0,0,69,2416
26.47,1082,3.5,7.4,6.7,6.4,180,0,0,159,107,1,0,0,0,0,75,2905
41.42,717,3.5,7.5,8,7.3,297,0,1,111,19,1,1,0,1,0,152,1939
40.3,67,3.5,7.2,7.7,7.3,27,0,0,40,0,0,1,0,0,0,144,244
43.26,1283,3.5,7.4,7.7,7.1,555,0,0,365,1,1,1,0,0,0,58,799
27.03,333,3.5,7.7,7.5,7,90,0,0,189,0,0,0,0,0,0,56,739
28.57,154,4,7.9,7.6,6.9,44,0,0,99,0,0,1,0,0,1,48,467
39.87,1713,3.5,7.2,8.2,7.4,683,0,1,362,15,1,0,0,0,1,71,1784
32.2,59,3.5,7.1,7.5,7.5,19,0,0,45,0,0,1,0,0,1,31,321
39.56,1369,3.5,7.4,7.2,7.1,527,0,1,225,12,1,0,0,0,1,60,2506
43.78,434,4,8.2,7.6,7.8,190,0,0,114,2,1,1,0,1,0,76,1069
38.94,339,4,7.8,7.9,7.4,132,0,1,95,1,1,0,0,0,1,62,606
31.52,564,3.5,7.4,6.6,6.5,162,0,0,145,13,1,1,0,1,1,63,2678
39.85,1217,3.5,7.1,7.8,6.9,485,0,0,217,13,1,1,0,0,1,87,1734
29.5,505,3.5,7.2,8,7.1,149,0,0,174,2,1,1,0,0,0,77,793
33.33,147,3.5,7.2,6.9,6.9,49,0,1,103,0,0,0,0,0,0,65,183
24.13,1277,3.5,7.2,7.2,6.4,283,0,1,290,35,1,0,0,0,0,71,2706
38.49,569,3.5,7.4,7.5,7.5,219,0,0,195,0,0,0,0,0,1,63,704
17.94,571,3.5,7.4,6.5,6.4,87,0,1,166,20,1,0,0,0,1,75,2703
49.62,786,4,7.8,7.8,7.7,390,1,1,85,6,1,1,0,0,1,60,2293
31.6,824,4,7.8,6.8,7.3,256,0,0,223,14,1,0,0,0,0,54,2951
32.08,614,3.5,7.7,7.8,6.9,197,0,0,169,8,1,1,0,0,0,53,2503
43.83,867,4,8,7.6,7.6,380,0,0,119,0,0,0,0,0,1,59,1265
36.64,1042,3.5,7.4,7.3,6.9,373,0,0,124,17,1,1,0,1,1,68,2685
34.83,178,3.5,7.4,7.3,7.3,62,0,0,42,0,0,1,0,0,0,54,1339
49.64,136,3.5,7.6,7,7.1,68,1,0,57,2,1,1,0,0,1,66,489
45.61,239,3.5,7.7,6.8,7.2,109,1,0,93,0,0,0,0,0,1,55,370
41.55,491,3.5,7.3,6.8,7,204,0,1,129,1,1,1,0,1,1,61,752
44.58,83,4,7.7,7.4,7.4,37,1,0,36,1,1,1,0,0,0,64,634
30.26,1243,3.5,7.1,7.9,6.9,305,0,0,274,145,1,0,0,0,0,76,2900
35.78,2004,3.5,7.2,7.7,6.6,717,0,0,414,10,1,0,0,0,1,72,1964
38.91,879,3.5,7.7,7.6,7.3,342,0,1,114,0,0,0,0,0,1,67,1237
46.88,192,3.5,7.6,7.6,7.3,90,1,1,94,1,1,1,0,0,0,115,483
36.98,562,3.5,7.6,7.4,7.1,196,0,0,90,24,1,0,0,0,1,78,2436
34.27,2225,3.5,7.2,7.4,6.8,695,0,1,175,71,1,1,0,0,0,79,2919
33.71,280,3.5,7.6,8.5,7.3,89,0,0,89,23,1,0,0,0,0,115,2943
27.78,36,3.5,7.5,7,7.3,10,0,1,25,0,0,1,0,1,1,72,191
33.24,1508,3.5,7.3,6.7,6.7,468,0,0,165,23,1,1,0,0,0,56,2614
17.22,578,3.5,7,6.6,6.5,68,0,0,114,70,1,1,0,1,1,58,2941
19.5,444,3.5,7.6,6.3,6.7,86,0,0,189,11,1,0,0,0,0,65,2924
33.01,1151,3.5,7.2,7.6,7.2,380,0,1,534,1,1,1,0,0,1,49,766
32.36,649,3.5,7.6,7.1,7.1,210,0,1,88,9,1,1,0,1,0,67,2310
53.47,101,3.5,7.2,7,6.8,54,1,1,44,0,0,1,0,1,1,51,1009
41.43,988,4,7.9,7.4,7.2,406,0,0,143,8,1,1,0,0,0,55,2628
38.46,13,3.5,7.3,7.2,7.3,5,1,0,7,0,0,0,0,0,1,13,414
30.35,8198,4,7.9,6.4,6.6,1431,0,0,1321,689,1,0,0,0,1,17,62
72.42,533,4.5,8.9,8.6,8.5,386,1,1,368,1,1,0,0,0,1,17,362
34.36,2735,4,8,6.8,7,933,0,0,1567,36,1,0,0,0,0,17,2860
59.09,286,4.5,8.2,8.8,8.9,169,1,0,217,1,1,1,0,0,1,40,366
26.55,5271,3.5,7.6,6.9,6.9,1091,0,0,1603,233,1,0,0,0,1,28,2950
45.05,1183,4,8.2,7.8,7.6,533,1,0,498,1,1,1,0,0,1,26,918
46.7,424,4,8.1,7.9,8.7,198,1,0,292,0,0,1,0,0,1,40,578
43.2,618,4,7.8,7.5,8.2,267,1,1,366,0,0,1,0,0,1,42,768
44.37,284,4,8.4,7.3,7.6,126,1,0,173,2,1,0,0,0,0,26,1653
57.27,344,4.5,8.6,7.4,8,197,1,0,89,1,1,1,0,0,0,18,1436
40.3,833,4,8.2,7.3,7.7,297,1,0,278,21,1,1,0,0,1,20,2459
29.55,2061,4,7.9,6.2,6.6,404,0,1,567,99,1,0,0,0,0,19,2738
38.04,784,4,8.4,6.8,7,248,1,0,237,40,1,0,0,0,0,18,2884
27.81,1249,4,8.1,6.2,6.1,287,0,0,551,57,1,0,0,0,0,14,2924
44.97,378,4,8,8,7.5,170,1,1,193,0,0,1,0,0,1,23,382
24.55,277,4,8,6,7,68,0,0,142,4,1,0,0,0,0,14,3101
38.96,755,4,8.2,7.1,7.4,217,1,0,232,30,1,1,0,0,1,21,2525
44.71,595,4,7.9,7.9,8.2,266,1,1,327,1,1,1,0,0,0,31,566
28.44,109,4,7.9,8.1,8.1,31,0,1,86,0,0,1,0,0,0,28,152
51.65,3096,4,8,7.9,7.9,1599,1,0,273,4,1,0,0,0,1,59,1468
30.57,265,3.5,7.2,8.3,7.7,81,0,1,238,0,0,0,0,0,0,32,313
23.73,709,4,7.8,5.6,6.2,131,0,0,212,25,1,0,0,0,0,5,2933
25.61,2400,3.5,7.6,6.2,6.5,348,0,0,545,192,1,0,0,0,0,14,2888
54.14,3166,4,8,8,8,1714,1,1,453,4,1,0,0,0,1,49,1499
30.06,713,4,8.3,6.5,6.6,162,0,1,218,27,1,0,0,0,0,16,2940
28.11,281,3.5,7.5,7.6,7.6,79,0,1,215,0,0,1,0,0,0,42,142
32.79,732,3.5,7.1,7.7,7.3,240,0,1,493,0,0,0,0,0,1,33,629
49.07,1080,3.5,7.7,7.7,7.2,530,1,0,327,3,1,1,0,0,1,24,784
70.83,432,4,8.5,8,8,306,1,1,287,0,0,0,0,0,1,19,352
23.23,896,3.5,7.6,6.1,6.7,180,0,0,442,27,1,0,0,0,0,31,2798
52.89,760,4,8.4,8,8.2,402,1,0,220,4,1,0,0,0,1,22,1786
25.44,796,3.5,7.5,7.3,7,160,0,0,311,71,1,0,0,0,0,55,2861
50.06,2698,4,7.9,8,7.7,1351,1,0,393,3,1,0,0,0,1,47,1436
42.74,358,4,7.7,7.8,7.8,153,1,1,192,0,0,1,0,0,0,29,430
49.8,1225,4,8,8.1,8.1,610,1,0,352,3,1,0,0,0,1,19,1219
47.82,3327,4,7.9,7.8,7.6,1591,1,1,370,7,1,0,0,0,1,49,1253
24.19,527,3.5,7.9,6.1,6.6,119,0,0,270,3,1,0,0,0,0,11,2942
47.57,103,4,8.1,7.7,8,49,1,1,95,0,0,0,0,0,1,27,104
48.38,1664,4,7.8,7.9,8,805,1,1,542,0,0,1,0,0,0,28,715
36.59,82,4,7.8,8.2,8,30,1,1,58,0,0,1,0,0,1,32,139
34.74,1040,4,7.8,6.9,7,321,1,1,315,22,1,1,0,0,1,17,2590
25.49,651,3.5,7.6,5.8,6.6,143,0,0,304,23,1,0,0,0,0,13,2947
40.66,91,4.5,8.5,7.7,8.1,37,1,1,69,0,0,0,0,0,1,14,866
30.51,413,3.5,7.6,7.3,7.2,126,0,0,193,2,1,0,0,0,1,18,1865
19.4,1162,3.5,7.5,6.6,6.5,225,0,1,540,15,1,0,0,0,0,14,2951
24.3,512,3.5,7.9,6.4,6.7,113,0,0,211,10,1,0,0,0,0,74,3066
44.42,788,4,7.9,7.7,7.9,350,1,0,354,2,1,1,0,0,0,31,576
27.65,387,4,8,7.6,7.6,107,0,1,277,1,1,0,0,0,1,30,803
25.29,711,3.5,7.6,6.4,6.8,174,0,0,352,19,1,0,0,0,0,18,2940
50.86,932,4,7.8,7.9,8,474,1,0,312,0,0,1,0,0,0,33,717
17.44,1116,3.5,7.4,6.7,6.6,139,0,1,345,48,1,0,0,0,0,14,2893
43.51,485,4,8.2,8.3,8.3,211,1,1,248,0,0,0,0,0,1,19,708
32.03,590,3.5,7.7,6.9,7.1,188,0,0,267,11,1,0,0,0,1,14,2381
23.89,632,3.5,7.6,6.7,6.8,129,0,0,298,19,1,0,0,0,0,18,2946
54.86,658,3.5,7.5,7.9,7.6,361,1,0,220,0,0,1,0,0,1,35,631
49.02,51,3.5,7.6,8,8.1,25,1,1,33,0,0,1,0,0,1,17,96
33.44,1556,4,7.7,6.5,6.8,420,0,1,361,36,1,1,0,0,1,16,2948
45.53,358,4,7.8,8.3,8,163,1,0,191,0,0,1,0,0,0,30,673
22.35,377,3.5,7.4,6.7,6.7,76,0,1,173,12,1,0,0,0,0,19,2927
45.28,2699,3.5,7.7,7.8,7.5,1222,1,1,276,2,1,0,0,0,1,56,1379
31.3,565,3.5,7.8,6.8,7,159,0,0,229,10,1,0,0,0,1,15,2946
55.34,1283,4,8.1,7.6,7.6,710,1,1,594,4,1,0,0,0,1,17,430
22.84,301,3.5,7.4,6.4,6.8,66,0,0,168,3,1,0,0,0,0,16,2937
48.65,2709,4,7.9,7.9,8,1318,1,1,814,4,1,1,0,0,0,28,961
48.17,4173,3.5,7.6,7.6,7.5,2010,1,1,480,1,1,0,0,0,1,50,1374
20.67,1107,3.5,7.3,6.6,6.8,186,0,0,359,33,1,0,0,0,0,16,2912
24.27,977,3.5,7.3,6.1,6.3,183,0,1,308,32,1,0,0,0,1,21,2630
39.24,237,3.5,7.8,7.6,7.8,93,1,1,175,0,0,1,0,0,0,30,222
36.35,949,3.5,7.4,7.6,7.4,345,1,1,300,2,1,1,0,0,1,23,1072
48.28,348,4,8,7.4,7.3,168,1,1,125,2,1,0,0,0,1,18,1032
46.02,3937,3.5,7.7,7.5,7.4,1812,1,1,422,3,1,0,0,0,1,51,1388
35.02,574,3.5,7.7,7.2,7.1,201,1,1,184,2,1,0,0,0,1,18,1956
66.49,185,4,8.2,8.1,7.8,123,1,0,139,0,0,0,0,0,1,17,137
55.66,636,4,7.8,8,7.9,354,1,1,197,0,0,0,0,0,0,57,793
32.03,560,4,7.8,7.3,7.3,172,0,0,178,11,1,1,0,0,1,19,2951
25.35,251,4,7.5,7.4,7,54,0,0,60,8,1,0,0,0,1,26,2940
49.8,1247,4,7.8,7.9,7.8,621,1,0,180,2,1,0,0,0,1,59,1094
16.72,526,3.5,7.2,5.9,6.3,52,0,0,140,58,1,0,0,0,0,25,2622
49.75,2235,3.5,7.2,7.4,7.1,1112,1,1,975,2,1,1,0,0,1,35,504
41.33,271,4,7.8,8.2,8,112,1,0,84,0,0,1,0,0,0,74,1382
16.7,1891,3.5,7.2,6.2,6.4,237,0,0,713,139,1,0,0,0,0,17,2888
42.34,659,4,7.7,7.8,7.9,279,1,1,312,0,0,1,0,0,0,27,521
22.84,1630,3.5,7.3,5.3,5.8,227,0,0,390,121,1,0,0,0,0,11,2858
76.04,530,4,8,7.8,8.2,403,1,0,344,0,0,1,0,0,1,25,564
37.38,107,4,7.6,7.2,7.5,40,1,0,65,0,0,0,0,0,1,14,772
34.83,89,3.5,7.9,8.1,7.7,31,1,1,66,0,0,0,0,0,1,33,829
37.28,668,3.5,7.4,7.5,7.5,249,1,1,232,3,1,1,0,0,1,19,1589
62.62,519,3.5,7.6,7.5,7.5,325,1,1,387,1,1,0,0,0,1,31,351
21.69,375,3.5,7.7,7.1,6.8,77,0,0,164,12,1,0,0,0,0,15,3016
50.65,77,3.5,7.5,7.6,7.3,39,1,0,31,0,0,1,0,0,1,18,341
72.73,22,4,7.9,7.4,8.4,16,1,1,21,1,1,0,0,0,1,20,89
19.67,324,3.5,7.9,6.4,6.8,60,0,1,152,20,1,0,0,0,0,15,3385
30.36,168,4,8.1,7.2,7.9,51,0,1,126,1,1,0,0,0,1,25,825
51.52,33,4,8,7.2,7.8,17,1,0,23,0,0,0,0,0,1,17,345
38.45,684,3.5,7.6,7.8,7.4,263,1,1,417,0,0,0,0,0,1,34,714
32.15,339,4,7.9,7.4,7.5,109,0,1,150,1,1,0,0,0,0,16,1179
41.41,128,3.5,7.7,7.3,7.5,53,1,1,57,0,0,1,0,0,1,17,557
56.98,2034,3.5,7.7,7.7,7.7,1159,1,0,323,1,1,0,0,0,0,65,2666
66.67,51,4,8,6.8,7.6,34,1,0,29,0,0,0,0,0,0,12,246
47.7,174,4,8.1,7.5,7.5,83,1,0,39,0,0,1,0,0,1,14,811
52.46,610,4,7.7,7.8,7.8,320,1,0,203,0,0,1,0,0,0,27,717
24.19,186,3.5,7.7,7,7.2,45,0,0,126,1,1,0,0,0,0,18,2489
22.07,914,3.5,7.6,6.6,6.5,141,0,1,273,36,1,0,0,0,1,17,2560
34.85,67,4,7.8,6.9,7.6,23,1,0,25,3,1,0,0,0,1,15,2884
32.89,152,3.5,7.4,7.3,7.5,50,0,0,60,0,0,1,0,0,1,18,694
34.16,281,3.5,7.3,7.2,7,96,0,1,103,0,0,1,0,0,1,24,1074
30.57,229,3.5,7.8,7.3,7.1,70,0,0,128,1,1,0,0,0,1,15,1224
29.09,440,3.5,7.6,7.2,7,128,0,0,152,1,1,0,0,0,1,17,1834
24.21,198,3.5,7.2,6.4,6.6,46,0,1,62,8,1,0,0,0,0,76,3316
20.25,263,3.5,7.8,6.3,6.7,48,0,0,123,5,1,0,0,0,0,13,3679
57.89,19,4,7.8,8.1,8.2,11,1,1,16,0,0,1,0,0,1,17,66
40.67,150,3.5,7.5,7.8,7.6,61,1,1,109,1,1,1,0,0,0,32,476
20.81,221,3.5,7.6,6.5,6.6,46,0,0,130,1,1,0,0,0,1,17,2361
50.78,516,3.5,7.4,7.4,7.3,262,1,0,53,2,1,0,0,0,1,53,1504
21.3,269,3.5,7.1,7,6.7,46,0,1,80,2,1,0,0,0,1,25,2932
49.68,471,3.5,7.6,7.2,7.4,234,1,0,82,0,0,1,0,0,1,17,1177
15.79,57,3,6.8,7,6.5,9,0,0,45,0,0,0,0,0,1,22,80
40,195,3.5,7.4,7.6,7.5,78,1,1,111,1,1,0,1,0,1,33,725
22.87,242,3.5,7.7,6.5,6.9,51,0,1,108,7,1,0,0,0,0,14,3097
53.99,376,4,8,7.9,7.8,203,1,1,110,0,0,0,0,0,1,14,876
44.69,5549,3.5,7.7,7.6,7.5,2480,1,1,491,17,1,0,0,0,1,52,2327
35.7,762,3.5,7.2,7.6,7.3,272,1,1,308,2,1,0,0,0,1,21,874
35.06,77,3.5,7.6,7.6,7.6,27,1,1,42,0,0,1,0,0,1,15,505
33.96,53,3.5,7.5,6.8,7,18,0,0,19,1,1,0,0,0,1,20,2794
35.51,352,3.5,7.6,7.1,7.4,125,1,0,87,2,1,1,0,0,1,13,2379
15.67,338,3.5,6.8,6.4,6.6,50,0,1,178,2,1,0,0,0,0,18,2937
45.45,33,3.5,7.5,6.7,6.8,15,1,0,21,0,0,0,0,0,1,14,761
38.41,164,3.5,7.2,7.3,7.1,63,1,0,35,1,1,0,0,0,0,44,2560
32.66,349,3.5,6.8,7.3,7.3,114,0,1,246,0,0,0,0,0,1,27,447
61.82,110,3.5,7.4,7.7,7.5,68,1,0,85,0,0,1,0,0,1,22,346
33.23,2568,3.5,7.3,7.1,7.1,753,0,1,543,63,1,0,1,0,1,33,2882
43.18,44,3.5,7.7,7.2,7.5,19,1,0,30,0,0,1,0,0,1,15,177
41.18,34,4,7.7,7.6,7.6,14,1,0,24,0,0,1,0,0,1,18,251
15.99,399,3.5,7.3,5.3,6.1,59,0,0,181,14,1,0,0,0,0,14,2950
20.22,1347,3.5,7.2,6.4,6.2,146,0,0,295,76,1,0,0,0,1,23,2929
53.27,107,3.5,7.5,7.8,7.7,57,1,1,86,0,0,1,0,0,0,28,204
19.44,158,3.5,7.3,6.4,6.9,28,0,0,76,192,1,0,0,0,0,13,2943
33.33,81,3.5,7.5,6.9,7,26,0,0,37,3,1,0,0,0,0,12,2926
27.27,165,3.5,7.4,7.1,7.1,45,0,1,123,0,0,0,0,0,1,33,402
35.36,444,3.5,7.2,7.8,7.3,157,1,0,84,4,1,0,0,0,0,155,1222
40.79,76,3.5,7.6,6.6,6.7,31,1,0,44,0,0,0,0,0,1,20,1642
16.81,535,3.5,7.4,6,6.1,76,0,0,141,18,1,0,0,0,0,15,2941
25,16,3.5,7.3,7.6,7.5,4,0,1,14,0,0,0,0,0,0,37,52
26.03,73,3.5,7.6,7.2,7.1,19,0,0,45,2,1,0,0,0,1,17,882
36.07,61,3.5,7.2,7.6,7.7,22,1,0,48,0,0,1,0,0,1,28,186
48.15,27,3.5,6.9,6.9,6.9,13,1,1,16,0,0,0,0,0,1,12,92
31.73,274,3.5,7.3,6.8,6.9,66,0,0,119,13,1,1,0,0,1,18,2927
30.83,269,3.5,7.8,6.1,6.5,78,0,1,146,3,1,0,0,0,0,13,2936
21.88,32,3.5,6.9,7.1,7.4,7,0,0,23,0,0,0,0,0,1,50,103
44.67,291,3.5,7.5,7.4,7.6,130,1,0,57,3,1,1,0,0,1,17,1162
17.25,332,3.5,7.3,6.9,6.9,49,0,1,145,13,1,0,0,0,0,10,3023
32.65,98,3.5,7.3,7.6,7.3,32,0,1,67,1,1,0,0,0,0,22,210
37.59,713,3.5,7.3,7.2,7.3,268,1,1,168,2,1,1,0,0,1,24,1159
45.71,35,4,7.8,7.5,7.7,16,1,1,18,0,0,1,0,0,0,54,181
42.11,152,4,7.9,7.7,7.7,64,1,1,63,2,1,0,0,0,1,19,2866
17.18,262,3.5,7.2,7.2,7,45,0,0,121,5,1,0,0,0,1,27,2539
35.41,497,3.5,7.1,7.1,7.1,176,1,1,189,1,1,0,0,0,0,36,883
20.67,207,3.5,7.3,6,6.3,37,0,0,78,2,1,0,0,0,0,14,2937
15.79,318,3.5,7,6.3,6.4,45,0,1,133,10,1,0,0,0,1,14,2924
16.36,268,3.5,7.2,6.5,6.8,36,0,1,97,4,1,0,0,0,1,23,2940
21.43,28,3.5,7.1,7.1,7,6,0,0,22,0,0,0,0,0,1,19,107
20.31,64,3.5,6.9,8,7.4,13,0,1,50,0,0,0,0,0,1,21,133
28.7,446,3.5,7.2,7.5,7.5,128,0,1,214,0,0,1,0,0,1,33,1415
14.19,149,3.5,7.4,7,7.1,21,0,0,62,0,0,0,0,0,1,17,2922
24.22,272,4,7.7,6.6,6.9,54,0,0,112,9,1,0,0,0,1,13,4037
38.71,31,3.5,7.3,7.2,7.3,12,1,0,24,0,0,0,0,0,1,15,182
27.27,55,3.5,6.8,7.3,7,15,0,1,35,0,0,0,0,0,1,31,117
49.33,75,3.5,7.6,7.4,7.3,37,1,1,36,0,0,1,0,0,0,21,584
21.43,73,3.5,7.1,6.6,6.7,12,0,1,13,1,1,0,0,0,1,15,2935
19.67,277,3.5,7.3,6.8,6.7,47,0,1,121,0,0,0,0,0,0,20,2946
14.81,27,3.5,7.2,7.4,6.6,4,0,0,19,0,0,1,0,0,1,25,215
10.65,263,3,6.9,6.2,6.4,23,0,1,92,16,1,0,0,0,1,20,2937
18.39,92,3.5,7,6.9,6.9,16,0,0,38,0,0,1,0,0,1,19,2884
25.83,422,3.5,7.3,6.6,6.9,109,0,0,152,3,1,0,0,0,1,14,2056
37.96,540,3.5,7.5,7.7,7.6,205,1,1,294,2,1,0,0,0,1,32,744
16.67,12,3.5,7.2,7.1,7.2,2,0,1,5,0,0,1,0,0,0,80,635
20.13,161,3.5,7.4,6.9,6.8,30,0,1,68,7,1,0,0,0,1,31,2879
16.88,80,3.5,7.5,6.5,7.1,13,0,0,37,1,1,0,0,0,1,10,2874
47.06,102,3.5,7.6,7.3,7.4,48,1,0,54,0,0,1,0,0,1,19,500
28.79,514,3.5,7,7.3,6.7,148,0,1,296,1,1,1,0,0,1,15,730
17.96,276,3.5,7.4,6.7,6.6,37,0,0,89,13,1,0,0,0,1,24,2933
21.6,226,3.5,7.4,6.1,6.6,35,0,0,74,8,1,0,0,0,0,12,2946
17.39,23,3.5,7.2,7.3,7.2,4,0,0,16,0,0,0,0,0,1,15,149
20.91,123,3.5,7.6,6.1,6.9,23,0,0,60,3,1,0,0,0,1,15,2926
44,25,3.5,7.2,6.8,7.2,11,1,1,18,0,0,1,0,0,1,16,200
42.86,70,3.5,7.2,6.8,7.2,30,1,0,11,0,0,1,0,0,1,48,1135
11.43,82,3.5,7.2,6.7,6.9,8,0,1,31,4,1,0,0,0,1,69,2881
47.96,98,3.5,7.5,7.5,7.5,47,1,0,32,0,0,1,0,0,1,28,726
